Test Template,Test Template Name in TPL,Test Instances in TPL,,,,
iCNGFuseBurnTest,FuseBurn_B_LD2,FuseBurn_B_LD2_eos0,-2,-1,8,9,0,1,2,3,4,5,6,7
iCNGFuseBurnTest,FuseBurn_A_LD2,FuseBurn_A_LD2_eos0,-2,-1,8,9,0,1,2,3,4,5,6,7
iCNGFuseReadTest,FuseBurnCheck_LD2,FuseBurnCheck_LD2_eos0,-2,-1,8,9,0,1,2,3,4,5,6,7
iCUserFuncTest,UpdateBinAndResetCoreStatus_Pass,UpdateBinAndResetCoreStatus_Pass_eos2,-2,-1,0,1,,,,,,,,
iCNGFuseConfigTest,FuseConfig_Init,FuseConfig_Init_eos2,-2,-1,0,1,,,,,,,,
iCFlowForkTest,iF_KC_FlowFork_FuseBurn,iF_KC_FlowFork_FuseBurn_eos2,-2,-1,0,1,,,,,,,,
iCUserFuncTest,UpdateBinAndResetCoreStatus_Fail,UpdateBinAndResetCoreStatus_Fail_eos2,-2,-1,0,1,,,,,,,,
iCFuncTest,tap_functionality,tap_functionality_eos1,-2,-1,0,1,2,3,4,5,,,,
iCFuncTest,reset_test,reset_test_eos1,-2,-1,0,1,2,3,4,5,,,,
iCUserFuncTest,SetActiveCoreState1,SetActiveCoreState1_eos1,-2,-1,0,1,,,,,,,,
iCNGFuseReadTest,FuseRead_LD1_FF,FuseRead_LD1_FF_eos0,-2,-1,8,9,0,1,2,3,4,5,6,7
iCUserFuncTest,SetActiveCoreState2,SetActiveCoreState2_eos1,-2,-1,0,1,,,,,,,,
iCNGFuseReadTest,FuseRead_LD2_FF,FuseRead_LD2_FF_eos0,-2,-1,8,9,0,1,2,3,4,5,6,7
iCUserFuncTest,UpdateBinAndResetCoreStatus_Pass,UpdateBinAndResetCoreStatus_Pass_eos1,-2,-1,0,1,,,,,,,,
iCNGFuseConfigTest,FuseConfig_Init,FuseConfig_Init_eos1,-2,-1,0,1,,,,,,,,
iCUserFuncTest,UpdateBinAndResetCoreStatus_Fail,UpdateBinAndResetCoreStatus_Fail_eos1,-2,-1,0,1,,,,,,,,
iCFuncTest,tap_functionality,tap_functionality_eos0,-2,-1,0,1,2,3,4,5,
iCFuncTest,reset_test,reset_test_eos0,-2,-1,0,1,2,3,4,5,
iCUserFuncTest,SetActiveCoreState1,SetActiveCoreState1_eos0,-2,-1,0,1,,,,,
iCThermalSensorTest,iF_CKTM_TripTest_Die1,iF_CKTM_TripTest_Die1_eos0,-2,-1,0,1,2,,,,
iCThermalSensorTest,iF_CKTM_CatastrophicTest_Die1,iF_CKTM_CatastrophicTest_Die1_eos0,-2,-1,0,1,2,,,,
iCThermalSensorTest,iF_CKTM_DigitalReadout_Die1,iF_CKTM_DigitalReadout_Die1_eos0,-2,-1,0,1,2,,,,
iCUserFuncTest,SetActiveCoreState2,SetActiveCoreState2_eos0,-2,-1,0,1,,,,,
iCThermalSensorTest,iF_CKTM_TripTest_Die2,iF_CKTM_TripTest_Die2_eos0,-2,-1,0,1,2,,,,
iCThermalSensorTest,iF_CKTM_CatastrophicTest_Die2,iF_CKTM_CatastrophicTest_Die2_eos0,-2,-1,0,1,2,,,,
iCThermalSensorTest,iF_CKTM_DigitalReadout_Die2,iF_CKTM_DigitalReadout_Die2_eos0,-2,-1,0,1,2,,,,
iCUserFuncTest,UpdateBinAndResetCoreStatus_Pass,UpdateBinAndResetCoreStatus_Pass_eos0,-2,-1,0,1,,,,,
iCUserFuncTest,UpdateBinAndResetCoreStatus_Fail,UpdateBinAndResetCoreStatus_Fail_eos0,-2,-1,0,1,,,,,
iCNGThermalDiodeTest,ThermalDiode_Execute_Production_die1,ThermalDiode_Execute_Production_die1_eos0,-2,-1,0,1,2,3,4,5,6
iCNGThermalDiodeTest,ThermalDiode_Execute_Production_die2,ThermalDiode_Execute_Production_die2_eos0,-2,-1,0,1,2,3,4,5,6
iCNGThermalDiodeTest,ThermalDiode_Execute_Characterization_die1,ThermalDiode_Execute_Characterization_die1_eos0,-2,-1,0,1,2,3,4,5,6
iCNGThermalDiodeTest,ThermalDiode_Execute_Characterization_die2,ThermalDiode_Execute_Characterization_die2_eos0,-2,-1,0,1,2,3,4,5,6
iCNGThermalDiodeTest,ThermalDiode_Execute_Esoak_die1,ThermalDiode_Execute_Esoak_die1_eos0,-2,-1,0,1,2,3,4,5,6
iCNGThermalDiodeTest,ThermalDiode_Execute_Esoak_die2,ThermalDiode_Execute_Esoak_die2_eos0,-2,-1,0,1,2,3,4,5,6
,THERM_DIODE_ESOAK_0,THERM_DIODE_ESOAK_eos0,0,1,,,,,,,
,THERM_DIODE_CHARACTERIZATION_0,THERM_DIODE_CHARACTERIZATION_eos0,0,1,,,,,,,
,THERM_DIODE_PRODUCTION_0,THERM_DIODE_PRODUCTION_eos0,0,1,,,,,,,
,ThermalDiode_comp_0,ThermalDiode_comp_eos0,0,1,,,,,,,
,Thermal_Sensor_comp_0,Thermal_Sensor_comp_eos0,0,1,2,,,,,,
iCShopsTest,ft_shorts,ft_shorts_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,ft_opens_upper,ft_opens_upper_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,ft_opens_lower,ft_opens_lower_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_open_U_short_asyn_cmos_os_M_DC,dc_open_U_short_asyn_cmos_os_M_DC_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_open_U_short_dc_agtl_os_od_bclk_M_DC,dc_open_U_short_dc_agtl_os_od_bclk_M_DC_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_open_U_short_dc_agtl_os_od_bclk_M_DC_comp8,dc_open_U_short_dc_agtl_os_od_bclk_M_DC_comp8_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_open_U_short_THRMDA_diode_os,dc_open_U_short_THRMDA_diode_os_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_open_U_short_THRMDC_diode_os,dc_open_U_short_THRMDC_diode_os_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_open_U_short_gtlref_os,dc_open_U_short_gtlref_os_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_open_U_short_dc_PROCHOT_FORCEPR_M_DC,dc_open_U_short_dc_PROCHOT_FORCEPR_M_DC_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_OpenLower_all_pins_lower_os_M_DC,dc_OpenLower_all_pins_lower_os_M_DC_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_OpenLower_THRMDA_diode_os,dc_OpenLower_THRMDA_diode_os_eos0,-2,-1,0,1,2,3,4,5,6
iCShopsTest,dc_OpenLower_gtlref_os,dc_OpenLower_gtlref_os_eos0,-2,-1,0,1,2,3,4,5,6
iCFuncTest,bscan_opens_die1,bscan_opens_die1_eos0,-2,-1,0,1,2,3,4,5,
iCFuncTest,bscan_opens_die2,bscan_opens_die2_eos0,-2,-1,0,1,2,3,4,5,
iCVccContinuityTest,VCC_Core_continuity_ISVM,VCC_Core_continuity_ISVM_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCC_Core_continuity_ISVM_Re,VCC_Core_continuity_ISVM_Re_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCC_Core_continuity_ISVM_Decr,VCC_Core_continuity_ISVM_Decr_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCC_Core_continuity_VSIM,VCC_Core_continuity_VSIM_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCC_Periphery_continuity_ISVM,VCC_Periphery_continuity_ISVM_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCC_Periphery_continuity_ISVM_Re,VCC_Periphery_continuity_ISVM_Re_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCC_Periphery_continuity_ISVM_Decr,VCC_Periphery_continuity_ISVM_Decr_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCC_Periphery_continuity_VSIM,VCC_Periphery_continuity_VSIM_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCCA_continuity,VCCA_continuity_eos0,-2,-1,0,1,,,,,
iCVccContinuityTest,VCC_Fuse_continuity,VCC_Fuse_continuity_eos0,-2,-1,0,1,,,,,
iCRampageTest,BEGIN_SPEED_FLOW,INITIAL_SELECT_FLOW,-2,-1,0,1
,StartMain_Comp_0,StartMain_Comp_eos0,0,1,,
,VCC_Cont_comp_0,VCC_Cont_comp_eos0,0,1,,
,SHOPSFLOW_comp_0,SHOPSFLOW_comp_eos0,0,1,,
,Thermal_comp_0,Thermal_comp_eos0,0,1,,
,FUSE_READ_FF_comp_0,FUSE_READ_FF_comp_eos0,0,1,,
,FUSE_READ_comp_0,FUSE_READ_comp_eos0,0,1,,
,Flow_Fork_DMIX_comp_0,Flow_Fork_DMIX_comp_eos0,0,1,,
,DOA_Screen_comp_0,DOA_Screen_comp_eos0,0,1,,
,SPEED_FLOW1_0,SPEED_FLOW1_eos0,0,1,2,
,SPEED_FLOW2_0,SPEED_FLOW2_eos0,0,1,,
iCFlowForkTest,iF_KC_FlowFork_TTRM,iF_KC_FlowFork_TTRM_eos0,-2,-1,0,1
,TTRM_FLOW1_0,TTRM_FLOW1_eos0,0,1,2,
,SCAN_comp_0,SCAN_comp_eos0,0,1,,
,ODDBALLS_comp_0,ODDBALLS_comp_eos0,0,1,,
,VIX_VOX_comp_0,VIX_VOX_comp_eos0,0,1,,
,Cache_Special_comp_0,Cache_Special_comp_eos0,0,1,,
,Leakage_comp_0,Leakage_comp_eos0,0,1,,
,EDCILDV_comp_0,EDCILDV_comp_eos0,0,1,,
iCFlowForkTest,iF_KC_FlowFork_TTRM,iF_KC_FlowFork_TTRM_eos1,-2,-1,0,1
,TTR_Static_comp_0,TTR_Static_comp_eos0,0,1,,
,PF_comp_0,PF_comp_eos0,0,1,,
,FF_comp_0,FF_comp_eos0,0,1,,
,DFF_comp_0,DFF_comp_eos0,0,1,,
,Pwrdwn_comp_1,Pwrdwn_comp_eos1,0,1,,
,Rampage_downbin_and_bypass_tests_0,Rampage_downbin_and_bypass_tests_eos0,0,1,,
iCSiteLoadTest,CWMA_SiteLoadTest,CWMA_SiteLoadTest_eos0,-2,-1,0,1
iCItuffTest,Ituff_start,Ituff_start_eos0,-2,-1,0,1
iCBkgndTest,StopTime,StopTime_eos0,-2,-1,0,1
iCBkgndTest,StartTime,StartTime_eos0,-2,-1,0,1
